Reviews,Labels
"I also saw this movie at a local screening about a year ago. First, I'm going to say that it looks great. Cassella is incredibly talented and a fantastic cinematographer. I just wish the movie had been as good as it looks. I would not call this a horror movie. Putting in a few shots of a decaying ghost does not make it a horror movie. There's no mystery, there's no suspense, you know who did it the entire time. <br /><br />It's a drama. You know what's going on with both sides the entire movie. The acting was okay, I guess, but nothing special.<br /><br />And the tagline, ""Revenge can be deadly""....really?...they should have check how many hundreds of horror/thriller movies have that exact same tagline?<br /><br />It pains me to say some of this, but I know a lot of the people who worked on this movie, and I know they don't want people blowing smoke up their ass, so I give my honest opinion.",0
"Twelve Monkeys is an insane time-travelling, action packed movie that stars Bruce Willis who plays James Cole, a man who is sent back in time to collect information about the devastating plague that ensues in November of 1996. Unfortunately, he is sent back too far to the year 1990 where everyone believes that he is insane.<br /><br />This movie is thrilling and has great acting performances from Bruce Willis, Brad Pitt and Madeleine Stowe. Twelve monkeys is one of the greatest time travelling movies that I believe anybody can enjoy. Terry Gilliam has created a true masterpiece<br /><br />10/10",1
"Awwww....yes, it is heartwarming and all that some unlucky family gets adopted by ABC/Sears and has their home ""renovated."" That's where the humanistic appeal ends. I liked it early in its run, but now this show has become disgustingly excessive.<br /><br />Ten needy families could be given relatively luxurious homes with lots of goodies for every one family that each episode of this show splurges on. The people at Habitat For Humanity must be shaking their heads in disbelief. For example, is it necessary for a healthy sixteen year old boy to have a jacuzzi in his bedroom, or have his bed tricked-out with ""Low Rider"" hydraulics? Does the mom really need her dilapidated, non-running and rusted out old pick-up truck restored and ""pimped"" by some of the best customizers in California? A new one would have done the job quite nicely, and probably for a third of the price. Do people really need a sixty-five inch plasma screen in every room of the house? And then there's the issue of who pays the increased property taxes and utility bills. Even after the zaniacs at ""Makeover"" leave, somebody still has earn a living. I doubt the friendly folks down at Social Services will see the humor in all of this largess.<br /><br />This show is nothing more than a ratings grabber for ABC, and a tacit commercial for its sponsors.",0
"It's interesting to see what the director tried to do with this film. But the problem is that it's not very good. There was nothing really original in the film and while the plot was well presented, the main characters were all a bit to shallow and you didn't bother for any of them.<br /><br />Rather bland (and sometimes downright bad) photo leaves a bit to be desired but I guess you can't expect to much from people who are just doing a low budget film for the heck of it. It's unfair to review the film and compare it to other high-budget films. But alas, that is what one must do. On its own, it's not very good. And compared to others, it's still not very good. But it is not without its good points! I liked the plot. It was built up rather nicely and tied together well at the end. Sometimes in the really dark scenes, it managed to build up a creepy feeling as well.<br /><br />However in the end the film fails to impress. The characters are pretty much non-existent and we don't care for any of them. Any of them might die, but it's possible to pinpoint the final ""survivor"" from very early on.",0
"The main reason I wanted to see this movie was because of the wonderful cast. A ton of my favorite actors in one movie equals amazing with out actually seeing it. But this movie caught me off guard. It wasn't what I was expecting at all. It's been a while since I've seen it but I do remember I could not stop laughing!!! And it wasn't just the cast that did it for me. The script was amazingly written. Every time you were expecting something to happen it didn't happen. There were so many twists and turns but it fit with the whole tone of the movie instead of coming off as pretentious. The cinematography, along with the set, was absolutely beautiful as well. I really can't say anything bad about this movie! Expcept, I would have Andrew Davoli a little more screen time!",1
"This movie is a little unusual in that it's got a very slim plot and the movie itself is done at a very slow and leisurely pace. While this makes it pretty different from the average Grant film, it is still highly watchable and entertaining. It's sort of like someone said ""let's just follow Cary around and watch as he gets perturbed at all the little problems that come up when you are having a house rehabbed"". Considering what a fun actor he is in the film and the great support he gets from Myrna Loy and Melvin Douglas, the film works very well. While the film has pretty modest pretensions, it makes the most of the material. It's a great film for Cary Grant fans or for the whole family.",1
"This is a depressingly shallow, naive and mostly unfunny look at a wildly improbable relationship between Brooks' psychotic film editor and Harold, his vapid girlfriend. The two have ZERO chemistry together - primarily because Harold is incapable of doing anything besides looking pretty at this stage of her career; but also because Brooks' character is neither interesting nor likeable. There are 15 static, excruciating minutes at the beginning where Brooks, having just broke up with Harold, stumbles about his apartment in a depressed, drugged out state - unbearable.<br /><br />Sappily and unimaginatively bookended by Joe Cocker's ""You Are So Beautiful"", there simply is not enough material here for a feature film. There is hardly anything going on on the periphery of their relationship to give the appearance that these people exist in a real world. I'm sure Brooks' intention was to shine a white hot spotlight on the affair and, in a way, deconstruct it; but if you're going to do that the writing and acting needs to be far far better than what it is here.",0
"The surprise nominee of this year's Best Animated Feature race at the Oscars. It's an Irish film by heart, but it was co-produced by Belgium and Brazil, with, I'm guessing, animators working in all three countries. The product is one of the most beautiful and unique films in recent memory. The character design is a little reminiscent of the French animated film Persepolis from a couple of years back, with very simple characters with thick, black outlines. This film is not in black and white. Oh no. What makes this film great is its use of color, simply some of the most outrageous and startling use of colors I've ever seen. The general design of the pictures is also a lot more geometrical, with characters who are basically rectangles or ovals. Much of the film can be spent playing find the circle - a major aspect of the visual design is a circle in the center of the image. All of these geometrical designs have a purpose - the story is about a young boy who is learning to be an artist working on illuminated manuscripts (the Book of Kells is a real illuminated Bible; the art of the film is based on the drawings in it). The story of the film isn't especially deep, but it's a pretty good fantasy tale. Brendan is a young boy in Kells, a city surrounded by enormous walls, built by his uncle to keep out Vikings. A newcomer to Kells, Brother Aiden, inspires Brendan to take up illustrating. He also inspires him to do things like leave Kells and explore the nearby forest, within which lives a nymph. Bruno Coulais provides a fantastic score, almost as good as the one he did for Coraline, which I consider the very best of the year.",1
"In the tradition of G-Men, The House On 92nd Street, The Street With No Name, now comes The FBI Story one of those carefully supervised films that showed the Federal Bureau of Investigation in the best possible light. While it's 48 year director J. Edgar Hoover was alive, it would be showed in no other kind of light.<br /><br />The book by Don Whitehead that this film is based on is a straight forward history of the bureau from it's founding in 1907 until roughly the time the film The FBI Story came out. It's important sometimes to remember there WAS an FBI before J. Edgar Hoover headed it. Some of that time is covered in the film as well.<br /><br />But Warner Brothers was not making a documentary so to give the FBI flesh and blood the fictional character of John 'Chip' Hardesty was created. Hardesty as played by James Stewart is a career FBI man who graduated law school and rather than go in practice took a job with the bureau in the early twenties.<br /><br />In real life the Bureau was headed by William J. Burns of the Burns Private Detective Agency. It was in fact a grossly political operation then as is showed in the film. Burns was on the periphery of the scandals of the Harding administration. When Hoover was appointed in 1924 to bring professional law enforcement techniques and rigorous standards of competence in, he did just that. <br /><br />Through the Hardesty family which is Stewart and wife Vera Miles we see the history of the FBI unfold. In addition we see a lot of their personal family history which is completely integrated into the FBI's story itself. Stewart and Miles are most assuredly an all American couple. We follow the FBI through some of the cases Stewart is involved with, arresting Ku Klux Klan members, a plot to murder oil rich Indians, bringing down the notorious criminals of the thirties, their involvement with apprehending Nazi sympathizers in World War II and against Communist espionage in the Cold War.<br /><br />There is a kind of prologue portion where Stewart tells a class at the FBI Academy before going into the history of the bureau as it intertwines with his own. That involves a bomb placed on an airline by a son who purchased a lot of life insurance on his mother before the flight. Nick Adams will give you the creeps as the perpetrator and the story is sadly relevant today.<br /><br />Of course if The FBI Story were written and produced today it would reflect something different and not so all American. Still the FBI does have a story to tell and it is by no means a negative one.<br /><br />The FBI Story is not one of Jimmy Stewart's best films, but it's the first one I ever saw with my favorite actor in it so it has a special fondness for me. If the whole FBI were made up Jimmy Stewarts, I'd feel a lot better about it. There's also a good performance by Murray Hamilton as his friend and fellow agent who is killed in a shootout with Baby Face Nelson.<br /><br />Vera Miles didn't just marry Stewart, she in fact married the FBI as the film demonstrates. It's dated mostly, but still has a good and interesting story to tell.",1
"I just finished ""Dark Chamber"" aka ""Under Surveillance"" and I'm stunned. Stunned, not by the film, but by some of the rave reviews I perused which influenced my watching it. The story was so ravaged by plot-holes and the majority of the acting so flat, categorizing it as a comedy seems appropriate. Seriously, I found myself shaking my head and laughing in bewilderment as I endured this movie.<br /><br />Justin leaves the confines of living at home with a pain killer-addicted mom to go live with his cop father despite Mom's warnings that Dad is no good. When a young woman is found murdered, Justin becomes suspicious of the tenants who reside in the adjacent apartments. With the help of a couple pals, he installs covert cameras to keep tabs on these folks. As the truth begins to unravel, Justin uncovers an unexpected secret.<br /><br />One positive point is that Felissa Rose is HOT! I would have generously slapped an extra star or two on here had she peeled down a bit, but no such luck. It would have been the film's potential saving grace. Eric Conley played Justin very adeptly, I thought, and I wouldn't be surprised whatsoever to see more of him in the future. <br /><br />The general premise of the film, although plagued by clichés, might possibly have worked had it not been for the ridiculously hollow ""performances"" of key cast members, most notably Alexandra Eitel (Kayla) and David H. Rigg (Justin's father). The horror! (pardon the pun).<br /><br />I have nothing against low-budget films. Indeed, I believe independent film is our only hope for decent film making in the days to come. I'll cut low-budget films quite a bit of slack when it comes to special effects, lighting, even musical score and the overall picture quality. I don't give allowances, however, for stick figure acting and a swiss cheese lover's script. There are a vast number of competently-made low budget films out there. Sadly, this isn't one of them. I can't help but suspect that at least a few of the reviewers who have praised ""Dark Chamber"" here are in some way affiliated with its production.",0
"My kids recently started watching the reruns of this show - both the early episodes on the N, and the later ones on ABC Family - and they love it. (I wasn't aware the show had even lasted past the first or second season) I'm curious as to what prompted all of the cast changes - I've seen them described as ""highly publicized,"" and yet a half hours searching efforts on the web have revealed nothing but endless comments on how the early episodes were so much better than the later episodes. (Personally, I don't see a whole lot of difference - the scripts and themes remain largely the same throughout - but they do lose some great people along the way) My daughter has put the DVDs on her wish list, so perhaps the land of special features and commentary will shed some light on all of this. I also wish they'd done some self-referential humor about the changes - like on ""Boy Meets World"" where they drop the little sister for an entire season or so, and when a different actor later shows up playing her, they ask her where she's been and she says ""upstairs,"" or when early series token geek ""Minkus"" shows up for the high school graduation, they ask him where he's been and he says ""over there,"" pointing to the part of the classroom never shown by the camera, before saying ""Hey, Mr. Turner, wait up!"" and running off screen (Mr. turner being another character who left) Oh well - maybe there will be an E true Hollywood story on this or something? I was just glad to see Aunt Hilda show up for the finale - she was always one of my favorites - it's too bad it couldn't have been a more encompassing cast reunion. (The Zelda candle just didn't cut it for me)",1
"The Neil Simon's Sunshine Boys starring Walter Matthau and George Burns is a funny comedy on the strange bond to the life and its shortness, but the laughter always bitter taste. Seeing Willy Clark(Matthau) and Al Lewis(Burns) two big theatrical comedy actors now reduced on the imbecility from the hard and unceasing old age you can feel only anger and blue. Willy not ever surrender and continue to look work, while Al is tired for players and he is retired to the country in the house to his daughter. The couple in his old time was truly funny and harmony, but out the scene was a continue squabble and to quarrel, and for eleven years after their broken they not talk between. Now if they would work, they must return together another time for do one of his best old sketch for a comedy story TV show. The meets is explosive and liberating for the old questions. The Neil Simon's screenplay give a certain corrosive spirit to the story and the melancholy and blue overwhelming the many gags and laughter succeeded to generate a good mix also thanks to a great couple Walter Matthu(Nomination Academy Award as Best Actor) and George Burns(Won the Academy Award as Best Support Actor). The two actors are very believable and real and the their harmony seems almost as they real work together for all that time and that realty they not bear between them. The movie is very touching also for its all consuming reality as the story is narrate and how the report Love-Heat that bind the two actors is totally real part to the strange but at the same time ordinarily comprehensible things to the life. My rate is 7.",1
"I finally sat down and saw this film the whole way through, and I must say, I was very impressed. Michelle Rodriguez is probably one of my new favorite actresses---it's not only the fact that she *can* act, but that she chooses the roles best suited to her that are more meaningful and important than what would first seem. I've read a few comments expressing their relief that this was not some awful feminist thing as they thought beforehand, but I certainly disagree. Diana is a feminist. She follows her dreams and believes in herself contrary to what practically everyone around her thinks (with the exception of her caring brother Tiny and her trainer and manager, Hector, who proves to be more a father figure than her real parent), which is what the word ""Feminism"" is all about. It's good to see films like this showcasing the true side of feminism--that they're not a bunch of manhating losers--but that they have dreams and can do anything. Diana is true to herself while still falling prey to love, and she and Adrian have a more realistic, complicated relationship rather than just something that magically works out. Girlfight is a true taste of reality and it put some faith back into my perception of people. Thanks, Michelle.<br /><br />8/10 - A very important movie that's relatable to not just young women, but everyone wanting to go far in their lives.",1
"I am a VERY big Jim Carrey fan. I laughed my ASS off during Liar Liar and Ace Ventura. I also like him in his serious movies, especially Truman Show. This one is a cross between his VERY funny side, and his serious side. He is of course VERY funny in this movie, but there are parts that are very serious, and he pulls it off with a lot of ease. he is truely a multi-function actor.<br /><br />As for the rest of the cast, I was happy with Jennifer Aniston's acting. I think she is more than just a couple of nice tits and great ass. Morgan Freeman makes a VERY cool God. As for Steven Carell, his limited scenes are VERY funny, especially in the anchor scene.<br /><br />Overall, I would have to rate this a 9. Good acting, funny script, and some very serious situations make this a very good film.",1
"You can never have seen either film and still know that The Jerk Too is a disaster. The question is not, ""How did it get made,"" because if you throw money at anyone and tell them to make a film, they will do so.<br /><br />No. The question is ""Why, oh why, did Steve Martin allow it to be made?"" I think he needed the money to fight a nuisance lawsuit and was determined it not cost him anything. He knew the sequel was going to be so frightful, that out of pride, he wouldn't even count it's royalties as income. <br /><br />The only way this sequel could not be an embarrassment is to have had Carl Gottlieb and Steve Martin revive the nation's favorite poor black family.<br /><br />And ""dcreasy2001"" (aka Mark Blankfield?): It's just transparently obvious that you worked on this film in some sad capacity, and the only way you can feel better about your involvement is to be the sequel's lone cheerleader as an IMDb user comment. I was praying for you to veer over into satire, but alas, you were really making an effort at spin. Why not 10 stars?",0
"Yes, this is one of the great musical movies I grew up with with such great entertainers as Frank Sinatra and Gene Kelly, not to mention the petite and glorious voice of Kathryn Grayson. The music and dancing is superb. I understand Frank took lessons from Kelly; and there is Kelly dancing with Jerry Mouse, which is quite unique for the time. Betty Garrett plays the waitress who falls in love with Sinatra. She is one of Hollywood's great underrated stars. I saw this again on A&E TV and as well have it in my old VCR tapes. Never get tired of these old musicals. Whatever happened to Hollywood??",1
"Although Lang's version is more famous,Borzage's work is not devoid of interest ,far from it:its ""celestial"" sequences are even better.The metaphor of the train (perhaps borrowed from the ending of Abel Gance's ""la roue"" ) is eventually more convincing than the ""up above"" heavenly world.<br /><br />Borzage's tenderness for his characters shows in Marie's character and love beyond the grave is one of his favorite subjects (the ending of ""three comrades"" ).The amusement park seems to be everywhere: we see it even when we are in Marie's poor house.I do not think that the sets are that much cheesy,they are stylized to a fault.The fair from a distance almost gives a sci-fi feel to the movie.<br /><br />Borzage never forgets his social concerns: in the heavenly train going up,the Rich cannot stand to be mixed up with the riffraff but as ""chief magistrate"" tells :""here there's no more difference"" .<br /><br />Not a major work for Borzage (neither is Lang's version),but to seek out if you are interested in the great director's career.",1
"This is not ""so bad that it is good,"" it is purely good! For those who don't understand why, you have the intellect of a four year old (in response to a certain comment...) Anyways, Killer Tomatoes Eat France is a parody of itself, a parody of you, and a parody of me. It is the single most genius text in cinematic history. I have it and the three prequels sitting on my DVD rack next to Herzog and Kurosawa. It embodies the recognition of absurdity and undermines all that you or me call standard. I write scripts and this movie single-handedly opened up a genre of comedy for me, the likes of which we have never seen. It can only be taken in portions... its sort of exploitive... by now I'm just trying to take up the ten line minimum. My comment ended a while ago. Hopefully it works when I submit it now.",1
"I purchased this movie at a car boot sale, so I was not expecting it to be a horror movie on the same level as A Nightmare on Elm Street (1984) or The Hills Have Eyes (1977) but I thought that it would still be fairly enjoyable to watch. However, it proved to be not at all enjoyable, but instead the acting and the general movie was mock-able, such as the ways the the 'unsees killer' murders his victims and how all of the people killed just happen to be young blonde women. It was a stereotypical horror film. I say this because of the following reasons:<br /><br />1) Three blonde women in danger, the majority get killed. 2) One survives by crawling around in the dark while being chased by the killer. 3) Surprise surprise, help arrives in the form of a shotgun!<br /><br />By using three simple points, I have saved you two odd hours by summarising this poor excuse of a horror movie, so you are now lucky enough to not have to watch it.",0
"I didn't know the real events when I sat down to watch this, just the fact that this was based upon a true story. After the death of the kid's father, Rhonda tries to help her daughter Desiree(... I did not know anyone actually named their offspring that) cope with the loss. This is really made for children, as is often the case with ""family"" flicks(with that said, go ahead and get everyone together for a viewing, though I'd keep teenagers out of it, unless you're sure they're gonna buy the concept), but it doesn't downplay the sting that the death of a parent is, and it doesn't really talk down to anyone. The plot is sufficiently interesting, and moves along well enough. Acting varies, with the excellent Burstyn outshining most of her fellow cast, Mathis following that pretty well, and Ferland and her peers(with a few exceptions) being the least convincing of the bunch(and frankly, they're irritating; then again, I'm not really in the intended audience for this thing). The editing and cinematography are standard, and certainly not less than that. While humor is limited to a handful of amusing lines or so, the tone is not an unpleasant one. There is an intense scene or two in this. I recommend this to fans of these types of movies. 7/10",1
"A film that dramatized an understandable reluctance to face the inevitable coming of the the second world war, when a Spanish Republican, sent by his soon to be overthrown government, (Charles Boyer) infiltrates himself into England looking for support for his cause by trying to influence wealthy mine owners not to sell coal to the fascists back in Spain. He upsets the locals, getting convincingly beaten in one scene, and later in the film facing an angry crowd of miners who see him as yet another threat to their shaky livelihood. Notwithstanding socio-economic hierarchy, xenophobia, and world politics, this film expertly delves into a dark and suspenseful intrigue involving unfaithful compatriots played by Katina Paxinou and Peter Lorre, and is expertly filmed in numerous darkly lit scenes set in a dreary hotel by James Wong Howe, and manages more than once to get under your skin.",1
"Henri Verneuil's film may be not so famous as Parallax View, 3 Days of the Condor or JFK but it is certainly not worse and sometimes even better than these classic representatives of the genre. Action takes place in fictional western state where fictional president has been killed. After several years of investigation, special government commission decides that president was killed by a lone gunman. But one man - prosecutor Volney, played by Yves Montand - thinks there's something more to be investigated and so the film starts. This movie doesn't deal with some exact theories, but it embraces the whole structure of relationship between government and society in today's world. Such film could be made only in the 1970-ies but it will never lose it's actuality. Furthermore, it's even a bit frightful how precise are it's oracles. 10 out of 10.",1
"Despite the excellent cast, this is an unremarkable film, especially from the aviation perspective. It may be somewhat better than the egregious ""von Richthofen and Brown"" but not by much. ""Blue Max"" remains the best of a small market over the last 35 years while ""Darling Lilli"" is fun if not taken seriously. It's interesting to speculate what ILM could do with Zeppelins and Gothas in a new, high-quality WW I aero film.",0
"I just saw this movie, and I have to say that it was a big waste of time. The girl who played Eva (Ellen Fjaestad) can't act at all. She read her lines very un-naturally, and she had a very un-natural facial expression through the entire movie. Rosanna Munter who played Petra on the other hand, is a natural. She played her part with great perfection.<br /><br />SPOILERS! The story was simple - we've seen it many, many times before. She breaks up, he finds another, she get jealous, he breaks up with the other girl and they end up back together in the end. There were no surprises at all, one knew that Eva would break up, and that Adam would ""hook up"" with Petra. The only thing that nobody saw coming was that Petra told Adam to go after Eva at the party. She became all serious, which is a side of Petra the viewers hadn't seen earlier in the movie, and told him to win Eva's heart back, which was really cute.<br /><br />Besides Rosanna Munter, there isn't a single actor who gives a memorable performance.<br /><br />This is a mediocre movie with mediocre actors, so I don't recommend it!",0
"Many of the lead characters in Hideo Gosha's 1969 film ""Hitokiri"" (manslayer; aka ""Tenchu"" -- heaven's punishment) were actual historical figures (in ""western"" name-order format): Ryoma Sakamoto, Hampeita Takechi, Shimbei Tanaka, Izo Okada, ____ Anenokoji. The name ""Hitokiri,"" a historical term, refers to a group of four super-swordsmen who carried out numerous assassinations of key figures in the ruling Tokugawa Shogunate in the mid-1800s under the orders of Takechi, the leader of the ""Loyalist"" (i.e. ultra-nationalist, pro-Emperor) faction of the Tosa clan. What was this struggle about? Sad to say, you won't find out in this film. ""Brilliant History Lesson"" indeed!<br /><br />No, Gosha is much more interested in showing you the usual bloody slicing and dicing and (at absurd length) the inner torment of the not-very-bright killer Izo Okada than in revealing actual history. Sakamoto, for example, was someone of historical significance, considered to be the father of the Imperial Japanese Navy. The closest Gosha comes to providing a history lesson is the scene in which Sakamoto, whom Takechi considers a traitor to the Loyalist cause, comes to Takechi's mansion to try to sway him ideologically. He begins by talking about the international political situation, with foreign warships in Japan's ports and a Japan that is too weak militarily to defend against them. Want to know more? Sorry. Gosha cuts off this potentially fascinating lecture in mid sentence(!). So much for informing his audience about a turning point in Japanese history.<br /><br />The film left me in utter confusion about the aims of the two sides in this struggle. For the two and a half centuries that the Shogunate held central power in Japan, it was an institution dedicated to preventing social change, to preserving the feudal relations of society. It was fearful of outside contamination, both ideological and technological. In keeping with this spirit, it outlawed firearms, those instruments of ""leveling"" in Europe and the Americas, with which a peasant could have stood up to a samurai. Throughout this period, the Emperor was nothing more than a spiritual figurehead.<br /><br />But, in the towns, which stood in neutral zones between the feudal fiefdoms, a new class of merchants, landlords and craftsmen was developing -- the class known in Europe by its French name, the bourgeoisie. Inevitably, as this new class gained strength, it chafed against the many confines of feudal society. As in Europe, the king (Emperor) became the central figure in the bourgeoisie's struggle for power against the feudal aristocracy. But a political leadership does not always fully understand the interests of the class it serves. When the outside world arrived with a bang in 1853, in the form of U.S. Admiral Perry's ""Black Ships,"" the ruling elite of Japan was thrown into a crisis. Their military was no match for these foreigners. Also, they had heard about the havoc the British and French imperialists were wreaking in China. What should Japan do to save itself from the fate of its weak neighbor? Surprisingly, some elements within the usually isolationist Shogunate were inclined to open trade with the foreigners in order to obtain some of their advanced technology. This is the point of view represented (just barely) in the film by Sakamoto. On the other hand, the Emperor-loyal ultra-nationalists, represented by Takechi, believed they could keep out the foreigners by force, if only they could prevent the other faction from ""selling out the country."" (Sound familiar?) Thus, the assassination of key Shogunate figures is in order -- and away we go.<br /><br />Takechi's motivations were, for me, the film's biggest puzzle. Gosha suggests that he is fighting mainly for his personal advancement rather than for the Loyalist cause. Can we take this to represent the tenor of the Loyalists as a whole? (Do you care?)<br /><br />Several reviewers have compared this film favorably with ""Goyokin,"" which Gosha made in the same year. But, where ""Goyokin"" is a crackling, suspenseful, adventure yarn, with a hero worthy of sympathy, ""Hitokiri"" is plodding, nowhere near as compelling and lacks such a hero. Sakamoto could have been this film's hero but we are not allowed to know him -- nor what he stands for -- well enough for him to achieve that status.<br /><br />In view of his wonderful scores for five previous Kurosawa films, Masaru Sato's score here was very disappointing, sounding like something rejected from a ""Bonanza"" episode.<br /><br />Barry Freed",0
"THHE remake was a superior movie remake in every way. Most remakes end up being total garbage but under the very talented direction of Alexandre Aja became one of the best ever made in terms of remakes and also as far as the mutant inbreed human sub-genre of horror is concerned. In steps part 2 directed by another individual Martin Weisz and written by the father and son combo of Jonathan and Wes ""I cannot make a good horror movie to save my life anymore"" Craven and if this is any indication of Weisz directing skills and young Craven's writing skills we are all in for a painful future as THHE 2 not only fails to be as good as the first but also fails to entertain on ANY level.<br /><br />We start off with a fairly graphic mutant baby birth which though is rather cool will not prepare you for the utter garbage that is to come, only hint to what could have been in this film. We then get to see a crew of scientists who all to briefly are introduced and dispatched by our radiated rejects. In steps our main cast of army reservist to save the day, this is where the major problems begin.<br /><br />From very sub par acting (yes even for this kind of movie) to the horrible characters to the lack of true carnage for most of its running time THHE 2 becomes a labor to watch as a lot of nothing happens as idiotic soldiers make mistake after mistake only to meet there demise not by the mutants but themselves. Think the Marines in Aliens only the exact opposite and you have the idea of how well these soldiers are trained. This is the true shame of the film as most of the Hills occupants do not get the kills you would like to see, like in the first film, in fact if this did not have THHE 2 attachment in the beginning and the brief overview in the beginning tying this loosely to the first this could have nearly been a Sci-Fi Channel original.<br /><br />The Mutant Mountainbillies as well are not as amusing this time around in fact in a lot of way they are far inferior to our prior batch as they all come off as being rather under designed and uninteresting. Also the one that took the cake was the Sloth-like Mutant (you know Sloth from the Goonies) who helps them out in the 3rd act. I was waiting for him to ask for a Baby Ruth or start going on about Rocky Road Ice Cream. Truly disappointing and shameful is the only way to describe most of the goings on here.<br /><br />The gore is in the film but not nearly as visceral as the original in fact it seemed toned down for the most part as other than the mutant baby birth scene there really isn't anything that stood out like in the first. Another major strike against this movie. So what did work here, the answer is nothing at all. This felt like a sequel designed specifically to make money off the success of the first and not to make an actually ""good"" film.<br /><br />I can go on about the crappy Drill SGT., the radio man that has a speech impediment (that's right, he is the kind of guy I want radioing in for help in a real crisis) or the pacifist fighter that resembles the exact same character mold as our ""hero"" in the first film but I believe you get the point. This movie is not even in the same league or even the same planet as the first. It should have been given another title and been added to the Saturday Night Line up on The Sci-Fi Channel. A true shame as a solid sequel could have been made but alas it looks like another horror movie that drops the ball on nearly every level and will get one of my lowest scores as I give THHE 2 the same score as its part: 2/10 Dreadful: Words cannot describe how bad this movie is a total polar opposite of its predecessor in every way, uninspired and down-right unnecessary. Next time guys if your going to make a sequel this bad...don't even bother. Please don't go support this garbage at the theaters, save your money and thank me later!!!!",0
"Let's start this review out on a positive note -- I am very glad they didn't decide to wimp out with Tony being shot and do a retrospective season like some people were rumoring. Actually, creator and writer of this episode David Chase did quite the opposite. We don't actually know if Tony will live or die. He's in a coma and his chances of recovering are very slim to none. This episode seemed to move very slow, and the coma induced dream Tony was in involving mistaken identity and robed Asian monks slapping the sh*t out of him was absolutely, flat-out weird. After 45-minutes I got a little sick of everyone grieving, but that shouldn' t be a reason to slam this episode. It was a weird and unpredictable episode, but it was still well-written and intense. Edie Falco gave an astounding career-defining performance in this episode as the conflicted wife having to face with her husband's could-be demise. I also found it interesting AJ dropped out of school and swore a vendetta against Junior, which AJ most likely won't have the balls to pull off. Silvio is now acting-boss which opens numerous doors to problems in later episodes. There were a lot of great quips in this episode, also, and I think Vito 'Pole-Smoker' Spadafore may meet his demise if he keeps being a greedy S.O.B.<br /><br />This wasn't a great episode and disappointed only because even though Tony kills people, we as an audience adore him and feel he is our hero of the show. This was a necessary episode for the series, even though it was a little snore inducing towards the conclusion. Kudos to Edie Falco's performance, and David Chase and the writers for creating this wholly original and unpredictable plot twist. This is the only season of 'The Sopranos' where I haven't a f*cking clue where it is going to go. I can't wait for next week's episode. My Rating: 7.5/10 <br /><br />Best Line of the Episode: (Paulie to AJ): ""Let's go, Van Helsing!""",1
"I have never seen such terrible performances in all my life.<br /><br />Everyone in the entire film was absolute rubbish.<br /><br />Not one decent actor/actress in the whole film, it was a joke.<br /><br />Reminded me of drama at school...",0
"In Don Siegel's 1971 masterpiece ""Dirty Harry"", Clint Eastwood epitomized the super-tough, super-cool unorthodox, no-nonsense cinema-cop with his role of the eponymous Inspector 'Dirty' Harry Callahan. Two sequels followed, the first of which, ""Magnum Force"", tamed down on the delightfully politically incorrect attitude of the first one that had outraged many critics but enthused audiences. The second sequel, ""The Enforcer"" was grittier again, and was promoted as ""the dirtiest Harry of them all"". This title, however, truly belongs to the fourth film in the series, Clint Eastwood's own ""Sudden Impact"", which is doubtlessly the grittiest, nastiest, most violent and downright dirtiest of all Harry films, and, in my humble opinion, the second-best after the masterpiece original.<br /><br />***Warning! SPOILERS ahead!*** In a small town near San Francisco, a mysterious sexy lady (Sondra Locke) lures men into being alone with her. What these men don't know is that mysterious beauty is their former rape victim, longing for bloody revenge. As fate wants it, San Francisco's toughest cop, Inspector Dirty Harry Callahan, who has been suspended once again for angering his superiors, spends his leisure time in this exact little town... ""Sudden Impact"" is the dirtiest Callahan film in several aspects. The film is extremely gritty and graphically violent. Harry Callahan himself is dirtier than ever. Not afraid to make use of his 44. Magnum in order to stop trouble, Harry treats 'punks' as they are to be treated and even allows a person to get away with several murders because the revenge-murders are justified in his opinion. Clint Eastwood is, as always, brilliant in the role of Harry Callahan. Eastwood epitomized coolness and bad-assery as the ""Man With No Name"" in Sergio Leone's Dollar Trilogy, and he did so again in the Dirty Harry films. ""Sudden Impact"" gives us the dirtiest Harry we have ever seen. Eastwood's real-life girlfriend Sondra Locke fits very well in the role of the vengeful beauty. The great Pat Hingle, who had already worked with Eastwood in Ted Post's tough-minded Western ""Hang 'Em High"" in 1986 plays the police chief of the small town. The film furthermore includes a wide range of truly despicable scumbag characters, including a pathetic criminal played by Kevin Major Howard (best known for his role in Stanley Kubrick's ""Full Metal Jacket"") and a woman named Ray Perkins (Audrie J. Neenan), doubtlessly one of the most disgusting and despicable female characters ever in cinema. Albert Popwell, who played the bank robber in the famous ""Do You Feel Lucky?"" scene in ""Dirty Harry"" and the black militant leader in ""The Enforcer"" is also part of this one again, this time as Harry's colleague and buddy. Overall ""Sudden Impact"" is the grittiest, dirtiest and probably the most violent of all ""Dirty Harry"" films, (though ""The Dead Pool"" isn't exactly tame either), and my second-favorite after the brilliant 1971 original. An absolute must-see for Callahan fans, and highly recommended to all lovers of police thrillers and cinematic bad-assery. My rating: 8.5/10",1
